Model Type,Explanation,Model Invariance,Explanation Equivariance
Augmented-CNN,Gradient Shap,0.9900078773498535,0.5131624937057495
Augmented-CNN,Gradient Shap,0.9937470555305481,0.6203707456588745
Augmented-CNN,Gradient Shap,0.9389981627464294,0.4677527844905853
Augmented-CNN,Gradient Shap,0.886027455329895,0.3636457026004791
Augmented-CNN,Gradient Shap,0.9840630292892456,0.447040855884552
Augmented-CNN,Gradient Shap,0.9922345876693726,0.4343293607234955
Augmented-CNN,Gradient Shap,0.9499571919441223,0.4867089092731476
Augmented-CNN,Gradient Shap,0.9904420375823975,0.4025219976902008
Augmented-CNN,Gradient Shap,0.98189377784729,0.6586482524871826
Augmented-CNN,Gradient Shap,0.8858564496040344,0.30600404739379883
Augmented-CNN,Gradient Shap,0.8896070122718811,0.5671974420547485
Augmented-CNN,Gradient Shap,0.9855459928512573,0.29714274406433105
Augmented-CNN,Gradient Shap,0.9662325382232666,0.6097970008850098
Augmented-CNN,Gradient Shap,0.9885526299476624,0.28558894991874695
Augmented-CNN,Gradient Shap,0.9915667772293091,0.4527674913406372
Augmented-CNN,Gradient Shap,0.8591377139091492,0.3058336079120636
Augmented-CNN,Gradient Shap,0.893953800201416,0.2992469370365143
Augmented-CNN,Gradient Shap,0.9525144100189209,0.3192662298679352
Augmented-CNN,Gradient Shap,0.9635084867477417,0.2957245111465454
Augmented-CNN,Gradient Shap,0.9833663105964661,0.17734189331531525
Augmented-CNN,Gradient Shap,0.9822717905044556,0.49426454305648804
Augmented-CNN,Gradient Shap,0.9791653156280518,0.33019593358039856
Augmented-CNN,Gradient Shap,0.9771808385848999,0.4474019408226013
Augmented-CNN,Gradient Shap,0.9952561259269714,0.4596523344516754
Augmented-CNN,Gradient Shap,0.9710392355918884,0.3330821394920349
Augmented-CNN,Gradient Shap,-0.10886621475219727,0.31577950716018677
Augmented-CNN,Gradient Shap,0.9941579103469849,0.27266010642051697
Augmented-CNN,Gradient Shap,0.9392918944358826,0.3473872244358063
Augmented-CNN,Gradient Shap,0.9794759750366211,0.4249311089515686
Augmented-CNN,Gradient Shap,0.9897512197494507,0.454880952835083
Augmented-CNN,Gradient Shap,0.9936928749084473,0.3130418360233307
Augmented-CNN,Gradient Shap,0.9912483096122742,0.48989447951316833
Augmented-CNN,Gradient Shap,0.9928233027458191,0.45086413621902466
Augmented-CNN,Gradient Shap,0.9936901926994324,0.29844170808792114
Augmented-CNN,Gradient Shap,0.9834957122802734,0.5951353311538696
Augmented-CNN,Gradient Shap,0.9899163246154785,0.6334643363952637
Augmented-CNN,Gradient Shap,0.8982959985733032,0.764188826084137
Augmented-CNN,Gradient Shap,0.9926611185073853,0.5124033689498901
Augmented-CNN,Gradient Shap,0.9914396405220032,0.44576406478881836
Augmented-CNN,Gradient Shap,0.9758710265159607,0.63224196434021
Augmented-CNN,Gradient Shap,0.9893044829368591,0.6150475740432739
Augmented-CNN,Gradient Shap,0.9452735185623169,0.5303375720977783
Augmented-CNN,Gradient Shap,0.9566853046417236,0.4909079372882843
Augmented-CNN,Gradient Shap,0.8375928997993469,0.23756736516952515
Augmented-CNN,Gradient Shap,0.18826253712177277,0.22767506539821625
Augmented-CNN,Gradient Shap,0.942827045917511,0.32873958349227905
Augmented-CNN,Gradient Shap,0.9583578109741211,0.30469629168510437
Augmented-CNN,Gradient Shap,0.9845472574234009,0.47246187925338745
Augmented-CNN,Gradient Shap,0.9975588321685791,0.5426656007766724
Augmented-CNN,Gradient Shap,0.9906138181686401,0.4650246798992157
Augmented-CNN,Gradient Shap,0.9715069532394409,0.5241024494171143
Augmented-CNN,Gradient Shap,0.957840621471405,0.3073790371417999
Augmented-CNN,Gradient Shap,0.7404026389122009,0.5623862147331238
Augmented-CNN,Gradient Shap,0.9933578372001648,0.6009914875030518
Augmented-CNN,Gradient Shap,0.9748570919036865,0.1783490926027298
Augmented-CNN,Gradient Shap,0.994732141494751,0.35455232858657837
Augmented-CNN,Gradient Shap,0.9970062375068665,0.373564749956131
Augmented-CNN,Gradient Shap,0.9498654007911682,0.5927198529243469
Augmented-CNN,Gradient Shap,0.9952285885810852,0.5363689064979553
Augmented-CNN,Gradient Shap,0.9956358075141907,0.3333301544189453
Augmented-CNN,Gradient Shap,0.960401713848114,0.5286951661109924
Augmented-CNN,Gradient Shap,0.9329575300216675,0.3608870506286621
Augmented-CNN,Gradient Shap,0.9820712208747864,0.4401296079158783
Augmented-CNN,Gradient Shap,0.7996450066566467,0.4441393315792084
Augmented-CNN,Gradient Shap,0.7865081429481506,0.383846253156662
Augmented-CNN,Gradient Shap,0.9896846413612366,0.5063089728355408
Augmented-CNN,Gradient Shap,0.9621335864067078,0.5135174989700317
Augmented-CNN,Gradient Shap,0.9924750328063965,0.4297875463962555
Augmented-CNN,Gradient Shap,0.9358729124069214,0.5127436518669128
Augmented-CNN,Gradient Shap,0.9933285713195801,0.5510073900222778
Augmented-CNN,Gradient Shap,0.9112329483032227,0.1732841581106186
Augmented-CNN,Gradient Shap,0.8105749487876892,0.39490410685539246
Augmented-CNN,Gradient Shap,0.9490228891372681,0.48174840211868286
Augmented-CNN,Gradient Shap,0.9968957901000977,0.06197098642587662
Augmented-CNN,Gradient Shap,0.9825136661529541,0.32089418172836304
Augmented-CNN,Gradient Shap,0.9704291224479675,0.25056561827659607
Augmented-CNN,Gradient Shap,0.9228008985519409,0.41644278168678284
Augmented-CNN,Gradient Shap,0.9707360863685608,0.5048575401306152
Augmented-CNN,Gradient Shap,0.9634992480278015,0.5444831848144531
Augmented-CNN,Gradient Shap,0.9925030469894409,0.3333371877670288
Augmented-CNN,Gradient Shap,0.9622386693954468,0.16856908798217773
Augmented-CNN,Gradient Shap,0.9676670432090759,0.34790173172950745
Augmented-CNN,Gradient Shap,0.9913864731788635,0.5105900764465332
Augmented-CNN,Gradient Shap,0.6464741826057434,0.5778313279151917
Augmented-CNN,Gradient Shap,0.9603556394577026,0.3523014485836029
Augmented-CNN,Gradient Shap,0.9706841111183167,0.469471275806427
Augmented-CNN,Gradient Shap,0.9917576313018799,0.5087972283363342
Augmented-CNN,Gradient Shap,0.9846286177635193,0.4188753068447113
Augmented-CNN,Gradient Shap,0.9703539609909058,0.29432323575019836
Augmented-CNN,Gradient Shap,0.982878565788269,0.2907838523387909
Augmented-CNN,Gradient Shap,-0.07811704277992249,0.44867274165153503
Augmented-CNN,Gradient Shap,0.9960150122642517,0.33152323961257935
Augmented-CNN,Gradient Shap,0.9664479494094849,0.32102257013320923
Augmented-CNN,Gradient Shap,0.9434725642204285,0.4503495991230011
Augmented-CNN,Gradient Shap,0.9553437232971191,0.26832300424575806
Augmented-CNN,Gradient Shap,0.976416289806366,0.3556094169616699
Augmented-CNN,Gradient Shap,0.9735755324363708,0.3647947311401367
Augmented-CNN,Gradient Shap,0.8573882579803467,0.29115092754364014
Augmented-CNN,Gradient Shap,0.9764424562454224,0.3583860695362091
Augmented-CNN,Gradient Shap,0.9627355337142944,0.5183857083320618
Augmented-CNN,Gradient Shap,0.4386075735092163,0.46397632360458374
Augmented-CNN,Gradient Shap,0.9918796420097351,0.2905929386615753
Augmented-CNN,Gradient Shap,0.988395631313324,0.5345356464385986
Augmented-CNN,Gradient Shap,0.9914911389350891,0.5697630643844604
Augmented-CNN,Gradient Shap,0.9808915257453918,0.30583181977272034
Augmented-CNN,Gradient Shap,0.9914542436599731,0.47778332233428955
Augmented-CNN,Gradient Shap,0.9696155786514282,0.3723674416542053
Augmented-CNN,Gradient Shap,0.9421207904815674,0.3225114643573761
Augmented-CNN,Gradient Shap,0.9791772365570068,0.46266648173332214
Augmented-CNN,Gradient Shap,0.9846185445785522,0.24409185349941254
Augmented-CNN,Gradient Shap,0.972748875617981,0.5396385788917542
Augmented-CNN,Gradient Shap,0.9928740859031677,0.47940051555633545
Augmented-CNN,Gradient Shap,0.194246307015419,0.25116002559661865
Augmented-CNN,Gradient Shap,0.9920893907546997,0.5196382999420166
Augmented-CNN,Gradient Shap,0.9616535902023315,0.2749009132385254
Augmented-CNN,Gradient Shap,0.9922195076942444,0.3325798511505127
Augmented-CNN,Gradient Shap,0.9828025102615356,0.45984432101249695
Augmented-CNN,Gradient Shap,0.963401734828949,0.2069704830646515
Augmented-CNN,Gradient Shap,0.9531838297843933,0.14119715988636017
Augmented-CNN,Gradient Shap,0.9882489442825317,0.5940626859664917
Augmented-CNN,Gradient Shap,0.9955995082855225,0.3610486388206482
Augmented-CNN,Gradient Shap,0.9870770573616028,0.5306386947631836
Augmented-CNN,Gradient Shap,0.9769512414932251,0.4376896023750305
Augmented-CNN,Gradient Shap,0.9941016435623169,0.2371312379837036
Augmented-CNN,Gradient Shap,0.9733515977859497,0.08996414393186569
Augmented-CNN,Gradient Shap,0.9560958743095398,0.21565985679626465
Augmented-CNN,Gradient Shap,0.7270582318305969,0.43481338024139404
Augmented-CNN,Gradient Shap,0.9912024736404419,0.623214602470398
Augmented-CNN,Gradient Shap,0.9512408971786499,0.4085305333137512
Augmented-CNN,Gradient Shap,0.9400997757911682,0.4841229319572449
Augmented-CNN,Gradient Shap,0.971581757068634,0.6674686074256897
Augmented-CNN,Gradient Shap,0.9846453070640564,0.5570168495178223
Augmented-CNN,Gradient Shap,0.9924135804176331,0.27966979146003723
Augmented-CNN,Gradient Shap,0.9203689694404602,0.37939077615737915
Augmented-CNN,Gradient Shap,0.9849961400032043,0.43534421920776367
Augmented-CNN,Gradient Shap,0.9799100756645203,0.41658076643943787
Augmented-CNN,Gradient Shap,0.9732285141944885,0.3233725130558014
Augmented-CNN,Gradient Shap,0.995754063129425,0.4019855856895447
Augmented-CNN,Gradient Shap,0.9851892590522766,0.46927541494369507
Augmented-CNN,Gradient Shap,0.7952389121055603,0.23752200603485107
Augmented-CNN,Gradient Shap,0.9866693615913391,0.2900862991809845
Augmented-CNN,Gradient Shap,0.9659167528152466,0.2616509199142456
Augmented-CNN,Gradient Shap,0.9912837147712708,0.3868977725505829
Augmented-CNN,Gradient Shap,0.990973949432373,0.3941732347011566
Augmented-CNN,Gradient Shap,0.7657114267349243,0.4299522936344147
Augmented-CNN,Gradient Shap,0.9833143949508667,0.4567340016365051
Augmented-CNN,Gradient Shap,0.9911947250366211,0.5642659664154053
Augmented-CNN,Gradient Shap,0.958259105682373,0.3617423474788666
Augmented-CNN,Gradient Shap,0.9559385776519775,0.2864713668823242
Augmented-CNN,Gradient Shap,0.9311749339103699,0.2959445118904114
Augmented-CNN,Gradient Shap,0.9846835136413574,0.4736999273300171
Augmented-CNN,Gradient Shap,0.9518729448318481,0.3371293246746063
Augmented-CNN,Gradient Shap,0.9901060461997986,0.4457987844944
Augmented-CNN,Gradient Shap,0.8472811579704285,0.46383315324783325
Augmented-CNN,Gradient Shap,0.9706195592880249,0.3355313539505005
Augmented-CNN,Gradient Shap,0.9710425138473511,0.6284840703010559
Augmented-CNN,Gradient Shap,0.9555549621582031,0.19689741730690002
Augmented-CNN,Gradient Shap,0.9896088242530823,0.2652152478694916
Augmented-CNN,Gradient Shap,0.8856116533279419,0.22941699624061584
Augmented-CNN,Gradient Shap,0.8975217342376709,0.31683415174484253
Augmented-CNN,Gradient Shap,0.9731202721595764,0.3760458528995514
Augmented-CNN,Gradient Shap,0.9647842645645142,0.4917696416378021
Augmented-CNN,Gradient Shap,0.9896426796913147,0.18272152543067932
Augmented-CNN,Gradient Shap,0.9887005686759949,0.5007062554359436
Augmented-CNN,Gradient Shap,0.977229654788971,0.15900255739688873
Augmented-CNN,Gradient Shap,0.9860557317733765,0.6218459606170654
Augmented-CNN,Gradient Shap,0.9737339019775391,0.37290453910827637
Augmented-CNN,Gradient Shap,0.9299823045730591,0.37897613644599915
Augmented-CNN,Gradient Shap,0.9899742603302002,0.4608774781227112
Augmented-CNN,Gradient Shap,0.9901063442230225,0.4904092848300934
Augmented-CNN,Gradient Shap,0.951490044593811,0.14516523480415344
Augmented-CNN,Gradient Shap,0.7293831706047058,0.26053324341773987
Augmented-CNN,Gradient Shap,0.9829772114753723,0.22032059729099274
Augmented-CNN,Gradient Shap,0.9788999557495117,0.4231530725955963
Augmented-CNN,Gradient Shap,0.9915119409561157,0.43518269062042236
Augmented-CNN,Gradient Shap,0.9909858107566833,0.22167018055915833
Augmented-CNN,Gradient Shap,0.7763574719429016,0.3955124318599701
Augmented-CNN,Gradient Shap,0.9824357628822327,0.5744180083274841
Augmented-CNN,Gradient Shap,0.970196008682251,0.5635806322097778
Augmented-CNN,Gradient Shap,0.9858114719390869,0.442305326461792
Augmented-CNN,Gradient Shap,0.5269330143928528,0.24094794690608978
Augmented-CNN,Gradient Shap,0.9900824427604675,0.3109298646450043
Augmented-CNN,Gradient Shap,0.992892324924469,0.47947758436203003
Augmented-CNN,Gradient Shap,0.9694589376449585,0.3995542526245117
Augmented-CNN,Gradient Shap,0.9962658286094666,0.44670411944389343
Augmented-CNN,Gradient Shap,0.8782368898391724,0.3807826042175293
Augmented-CNN,Gradient Shap,0.9505856037139893,0.3025038540363312
Augmented-CNN,Gradient Shap,0.9839795827865601,0.4789607524871826
Augmented-CNN,Gradient Shap,0.9932266473770142,0.5698833465576172
Augmented-CNN,Gradient Shap,0.9705597758293152,0.3921583592891693
Augmented-CNN,Gradient Shap,0.8951748013496399,0.3466556668281555
Augmented-CNN,Gradient Shap,0.9905385971069336,0.5724269151687622
Augmented-CNN,Gradient Shap,0.9351450800895691,0.3525926172733307
Augmented-CNN,Gradient Shap,0.9859986901283264,0.36325082182884216
Augmented-CNN,Gradient Shap,0.9940989017486572,0.5369799137115479
Augmented-CNN,Gradient Shap,0.2812443673610687,0.29624223709106445
Augmented-CNN,Gradient Shap,0.9891299605369568,0.18050812184810638
Augmented-CNN,Gradient Shap,0.9847584962844849,0.49749132990837097
Augmented-CNN,Gradient Shap,0.9871265888214111,0.38563162088394165
Augmented-CNN,Gradient Shap,0.9953022599220276,0.3705444037914276
Augmented-CNN,Gradient Shap,0.9901755452156067,0.5117000937461853
Augmented-CNN,Gradient Shap,0.9933712482452393,0.3934723138809204
Augmented-CNN,Gradient Shap,0.9795709252357483,0.2730530798435211
Augmented-CNN,Gradient Shap,0.9420787692070007,0.3195452392101288
Augmented-CNN,Gradient Shap,0.9343400597572327,0.32238221168518066
Augmented-CNN,Gradient Shap,0.910742461681366,0.40876302123069763
Augmented-CNN,Gradient Shap,0.992168664932251,0.31833043694496155
Augmented-CNN,Gradient Shap,0.9924725294113159,0.3979899287223816
Augmented-CNN,Gradient Shap,-0.541074812412262,0.445244699716568
Augmented-CNN,Gradient Shap,0.968908965587616,0.32955214381217957
Augmented-CNN,Gradient Shap,0.9711217880249023,0.3768308460712433
Augmented-CNN,Gradient Shap,0.9864791631698608,0.41764378547668457
Augmented-CNN,Gradient Shap,0.9887830018997192,0.3730279803276062
Augmented-CNN,Gradient Shap,0.9488799571990967,0.3026232123374939
Augmented-CNN,Gradient Shap,0.8581225275993347,0.40949440002441406
Augmented-CNN,Gradient Shap,0.9695233702659607,0.3195878565311432
Augmented-CNN,Gradient Shap,0.9734294414520264,0.33036088943481445
Augmented-CNN,Gradient Shap,0.9826087355613708,0.7520103454589844
Augmented-CNN,Gradient Shap,0.9894726872444153,0.4365480840206146
Augmented-CNN,Gradient Shap,0.953873336315155,0.4253443777561188
Augmented-CNN,Gradient Shap,0.9613909125328064,0.31574973464012146
Augmented-CNN,Gradient Shap,0.9610655307769775,0.3411555886268616
Augmented-CNN,Gradient Shap,0.9198323488235474,0.2522130608558655
Augmented-CNN,Gradient Shap,0.9900358319282532,0.3546639382839203
Augmented-CNN,Gradient Shap,0.9069821834564209,0.3261721134185791
Augmented-CNN,Gradient Shap,0.9371402263641357,0.21395814418792725
Augmented-CNN,Gradient Shap,0.9392461180686951,0.32898053526878357
Augmented-CNN,Gradient Shap,0.995881199836731,0.1925981491804123
Augmented-CNN,Gradient Shap,0.9897300004959106,0.6065571308135986
Augmented-CNN,Gradient Shap,0.9819915890693665,0.23279108107089996
Augmented-CNN,Gradient Shap,0.992828369140625,0.5673350095748901
Augmented-CNN,Gradient Shap,0.6222308278083801,0.2469020038843155
Augmented-CNN,Gradient Shap,0.995136022567749,0.4448823034763336
Augmented-CNN,Gradient Shap,0.9888049364089966,0.2889859080314636
Augmented-CNN,Gradient Shap,0.941626787185669,0.394976407289505
Augmented-CNN,Gradient Shap,0.9928655624389648,0.5039474964141846
Augmented-CNN,Gradient Shap,0.9893687963485718,0.3583358824253082
Augmented-CNN,Gradient Shap,0.9409247636795044,0.40237104892730713
Augmented-CNN,Gradient Shap,0.9055573344230652,0.3059085011482239
Augmented-CNN,Gradient Shap,0.9900861382484436,0.43969425559043884
Augmented-CNN,Gradient Shap,0.9912355542182922,0.39599689841270447
Augmented-CNN,Gradient Shap,0.9879911541938782,0.4608640670776367
Augmented-CNN,Gradient Shap,0.9402005672454834,0.3961268663406372
Augmented-CNN,Gradient Shap,0.949110209941864,0.17343759536743164
Augmented-CNN,Gradient Shap,0.9435389637947083,0.6467089056968689
Augmented-CNN,Gradient Shap,0.9790257811546326,0.3947339355945587
Augmented-CNN,Gradient Shap,0.9946375489234924,0.17287853360176086
Augmented-CNN,Gradient Shap,0.9895249605178833,0.2900317311286926
Augmented-CNN,Gradient Shap,0.9695585370063782,0.3459712266921997
Augmented-CNN,Gradient Shap,0.9824362397193909,0.5337515473365784
Augmented-CNN,Gradient Shap,0.9809277653694153,0.3405814468860626
Augmented-CNN,Gradient Shap,0.9837883710861206,0.324332058429718
Augmented-CNN,Gradient Shap,0.9833710193634033,0.3372197151184082
Augmented-CNN,Gradient Shap,0.983391523361206,0.40924838185310364
Augmented-CNN,Gradient Shap,0.9859759211540222,0.30915454030036926
Augmented-CNN,Gradient Shap,0.9375990629196167,0.3037388324737549
Augmented-CNN,Gradient Shap,0.9881653189659119,0.33316513895988464
Augmented-CNN,Gradient Shap,0.9776657223701477,0.5838466286659241
Augmented-CNN,Gradient Shap,0.9847743511199951,0.4236234724521637
Augmented-CNN,Gradient Shap,0.9937511682510376,0.3237079381942749
Augmented-CNN,Gradient Shap,0.8398563265800476,0.3541281819343567
Augmented-CNN,Gradient Shap,0.8554397821426392,0.3816896378993988
Augmented-CNN,Gradient Shap,0.9922645092010498,0.4663352072238922
Augmented-CNN,Gradient Shap,0.9897410869598389,0.47896909713745117
Augmented-CNN,Gradient Shap,0.9918614625930786,0.27907654643058777
Augmented-CNN,Gradient Shap,0.7409019470214844,0.38186150789260864
Augmented-CNN,Gradient Shap,0.7107493281364441,0.40701812505722046
Augmented-CNN,Gradient Shap,0.8730296492576599,0.39922043681144714
Augmented-CNN,Gradient Shap,0.9920620322227478,0.4891117811203003
Augmented-CNN,Gradient Shap,0.9765558838844299,0.6082764267921448
Augmented-CNN,Gradient Shap,0.24924522638320923,0.5407180190086365
Augmented-CNN,Gradient Shap,0.980250895023346,0.391162633895874
Augmented-CNN,Gradient Shap,0.9627336263656616,0.30067989230155945
Augmented-CNN,Gradient Shap,0.9824011325836182,0.42995473742485046
Augmented-CNN,Gradient Shap,0.9056940078735352,0.4548191428184509
Augmented-CNN,Gradient Shap,0.8286851048469543,0.4273146092891693
Augmented-CNN,Gradient Shap,0.9972135424613953,0.29600638151168823
Augmented-CNN,Gradient Shap,0.9931996464729309,0.5117436647415161
Augmented-CNN,Gradient Shap,0.9865432381629944,0.5117329359054565
Augmented-CNN,Gradient Shap,0.9935832023620605,0.4852735996246338
Augmented-CNN,Gradient Shap,0.9919459819793701,0.48310622572898865
Augmented-CNN,Gradient Shap,0.980405330657959,0.5562534332275391
Augmented-CNN,Gradient Shap,0.88177090883255,0.3806702196598053
Augmented-CNN,Gradient Shap,0.9890171885490417,0.5108690857887268
Augmented-CNN,Gradient Shap,0.9388107657432556,0.29734301567077637
Augmented-CNN,Gradient Shap,0.9563539028167725,0.40293434262275696
Augmented-CNN,Gradient Shap,0.26933905482292175,0.6266104578971863
Augmented-CNN,Gradient Shap,0.9648764729499817,0.4282906651496887
Augmented-CNN,Gradient Shap,0.9794816374778748,0.41875359416007996
Augmented-CNN,Gradient Shap,0.9632805585861206,0.2557169198989868
Augmented-CNN,Gradient Shap,0.8571343421936035,0.28418368101119995
Augmented-CNN,Gradient Shap,0.9700571894645691,0.5009363889694214
Augmented-CNN,Gradient Shap,0.9932417273521423,0.5889058113098145
Augmented-CNN,Gradient Shap,0.9904362559318542,0.3992744982242584
Augmented-CNN,Gradient Shap,0.9785670042037964,0.5729532837867737
Augmented-CNN,Gradient Shap,0.9900806546211243,0.44160470366477966
Augmented-CNN,Gradient Shap,0.9686179757118225,0.3254447877407074
Augmented-CNN,Gradient Shap,0.940483808517456,0.1759067326784134
Augmented-CNN,Gradient Shap,0.9884068369865417,0.4031234681606293
Augmented-CNN,Gradient Shap,0.9834420084953308,0.43587571382522583
Augmented-CNN,Gradient Shap,0.9892542362213135,0.3531131148338318
Augmented-CNN,Gradient Shap,0.9754654169082642,0.40844616293907166
Augmented-CNN,Gradient Shap,0.9536108374595642,0.4734840989112854
Augmented-CNN,Gradient Shap,0.9790029525756836,0.23797331750392914
Augmented-CNN,Gradient Shap,0.9914095401763916,0.4552440643310547
Augmented-CNN,Gradient Shap,0.9069247245788574,0.29075607657432556
Augmented-CNN,Gradient Shap,0.8991790413856506,0.2589327394962311
Augmented-CNN,Gradient Shap,0.9863176941871643,0.45821520686149597
Augmented-CNN,Gradient Shap,0.9277865886688232,0.5843647718429565
Augmented-CNN,Gradient Shap,0.9728586077690125,0.3574313819408417
Augmented-CNN,Gradient Shap,0.6098833680152893,0.5628381371498108
Augmented-CNN,Gradient Shap,0.9060389995574951,0.5138534307479858
Augmented-CNN,Gradient Shap,0.3431636095046997,0.679430365562439
Augmented-CNN,Gradient Shap,0.9963086247444153,0.47530698776245117
Augmented-CNN,Gradient Shap,0.9886115789413452,0.3069923222064972
Augmented-CNN,Gradient Shap,0.9734108448028564,0.34687647223472595
Augmented-CNN,Gradient Shap,0.9819786548614502,0.43266817927360535
Augmented-CNN,Gradient Shap,0.971356987953186,0.45575469732284546
Augmented-CNN,Gradient Shap,0.989856481552124,0.21061749756336212
Augmented-CNN,Gradient Shap,0.9920912384986877,0.43710654973983765
Augmented-CNN,Gradient Shap,0.985395073890686,0.3017086982727051
Augmented-CNN,Gradient Shap,0.9808456301689148,0.5874308943748474
Augmented-CNN,Gradient Shap,0.9886012077331543,0.40761005878448486
Augmented-CNN,Gradient Shap,0.9818132519721985,0.43959882855415344
Augmented-CNN,Gradient Shap,0.9127134680747986,0.38264843821525574
Augmented-CNN,Gradient Shap,0.9081792831420898,0.38133713603019714
Augmented-CNN,Gradient Shap,0.9753459692001343,0.4829213619232178
Augmented-CNN,Gradient Shap,0.07271513342857361,0.2708585858345032
Augmented-CNN,Gradient Shap,0.9902573227882385,0.5879018902778625
Augmented-CNN,Gradient Shap,0.5434817671775818,0.30201032757759094
Augmented-CNN,Gradient Shap,0.9621050953865051,0.3226849436759949
Augmented-CNN,Gradient Shap,0.27013668417930603,0.45599883794784546
Augmented-CNN,Gradient Shap,0.9777637720108032,0.3943713307380676
Augmented-CNN,Gradient Shap,0.9414235353469849,0.4168780744075775
Augmented-CNN,Gradient Shap,0.9740973711013794,0.32401227951049805
Augmented-CNN,Gradient Shap,0.9910408854484558,0.5003967881202698
Augmented-CNN,Gradient Shap,0.9902838468551636,0.13764046132564545
Augmented-CNN,Gradient Shap,0.9644435048103333,0.2284802347421646
Augmented-CNN,Gradient Shap,0.99339359998703,0.32911550998687744
Augmented-CNN,Gradient Shap,0.9353241324424744,0.3369188904762268
Augmented-CNN,Gradient Shap,0.9481818675994873,0.4753068685531616
Augmented-CNN,Gradient Shap,0.9867473840713501,0.24587231874465942
Augmented-CNN,Gradient Shap,0.9782429337501526,0.24284590780735016
Augmented-CNN,Gradient Shap,0.9695098996162415,0.3746916353702545
Augmented-CNN,Gradient Shap,0.9778699278831482,0.4508301317691803
Augmented-CNN,Gradient Shap,0.9348949790000916,0.28767111897468567
Augmented-CNN,Gradient Shap,0.9923619031906128,0.2993556559085846
Augmented-CNN,Gradient Shap,0.9259323477745056,0.6325191259384155
Augmented-CNN,Gradient Shap,0.9713295698165894,0.17697712779045105
Augmented-CNN,Gradient Shap,0.9250724911689758,0.44325563311576843
Augmented-CNN,Gradient Shap,0.9831914901733398,0.5363942980766296
Augmented-CNN,Gradient Shap,0.990999698638916,0.3151075839996338
Augmented-CNN,Gradient Shap,0.9917616248130798,0.426128089427948
Augmented-CNN,Gradient Shap,0.8437801003456116,0.45743802189826965
Augmented-CNN,Gradient Shap,-0.27309849858283997,0.1350623518228531
Augmented-CNN,Gradient Shap,0.9563162922859192,0.2897428274154663
Augmented-CNN,Gradient Shap,0.9030731320381165,0.2979770600795746
Augmented-CNN,Gradient Shap,0.9645020961761475,0.2286757230758667
Augmented-CNN,Gradient Shap,0.9875980019569397,0.5439454913139343
Augmented-CNN,Gradient Shap,0.9850195646286011,0.3106676936149597
Augmented-CNN,Gradient Shap,0.9254579544067383,0.3955906629562378
Augmented-CNN,Gradient Shap,0.9825138449668884,0.5282835960388184
Augmented-CNN,Gradient Shap,0.9920380115509033,0.5316382050514221
Augmented-CNN,Gradient Shap,0.8907302618026733,0.40651845932006836
Augmented-CNN,Gradient Shap,0.9821144938468933,0.4160061180591583
Augmented-CNN,Gradient Shap,0.9825906157493591,0.4221454858779907
Augmented-CNN,Gradient Shap,0.983433187007904,0.4677852392196655
Augmented-CNN,Gradient Shap,0.6861463785171509,0.5855704545974731
Augmented-CNN,Gradient Shap,0.9932184219360352,0.3409591317176819
Augmented-CNN,Gradient Shap,0.9563061594963074,0.24222591519355774
Augmented-CNN,Gradient Shap,0.9916678667068481,0.5601499080657959
Augmented-CNN,Gradient Shap,0.8951631188392639,0.3801952600479126
Augmented-CNN,Gradient Shap,0.9691221117973328,0.30362942814826965
Augmented-CNN,Gradient Shap,0.9949918389320374,0.2925434708595276
Augmented-CNN,Gradient Shap,0.7713704705238342,0.4245585799217224
Augmented-CNN,Gradient Shap,0.9859463572502136,0.29082560539245605
Augmented-CNN,Gradient Shap,0.9331634044647217,0.4671732485294342
Augmented-CNN,Gradient Shap,0.926365315914154,0.33811452984809875
Augmented-CNN,Gradient Shap,0.16775384545326233,0.4538654685020447
Augmented-CNN,Gradient Shap,0.866844892501831,0.4661989212036133
Augmented-CNN,Gradient Shap,0.9887624979019165,0.35085979104042053
Augmented-CNN,Gradient Shap,0.7930490970611572,0.47896045446395874
Augmented-CNN,Gradient Shap,0.9682350158691406,0.34266340732574463
Augmented-CNN,Gradient Shap,0.9789904356002808,0.586555004119873
Augmented-CNN,Gradient Shap,0.9662574529647827,0.28204599022865295
Augmented-CNN,Gradient Shap,0.9156126379966736,0.23272272944450378
Augmented-CNN,Gradient Shap,0.946014404296875,0.5209553241729736
Augmented-CNN,Gradient Shap,0.983589231967926,0.29004108905792236
Augmented-CNN,Gradient Shap,0.9914793968200684,0.25372594594955444
Augmented-CNN,Gradient Shap,0.9773001670837402,0.4161013066768646
Augmented-CNN,Gradient Shap,0.9938796758651733,0.4358716607093811
Augmented-CNN,Gradient Shap,0.9862980842590332,0.5715728998184204
Augmented-CNN,Gradient Shap,0.9795674085617065,0.31142890453338623
Augmented-CNN,Gradient Shap,0.9640927314758301,0.374599814414978
Augmented-CNN,Gradient Shap,0.9790648818016052,0.46954673528671265
Augmented-CNN,Gradient Shap,0.9821200966835022,0.25141334533691406
Augmented-CNN,Gradient Shap,0.9234796166419983,0.4686272442340851
Augmented-CNN,Gradient Shap,0.8502148985862732,0.38131049275398254
Augmented-CNN,Gradient Shap,0.9598843455314636,0.4473370611667633
Augmented-CNN,Gradient Shap,0.9666122198104858,0.3341282904148102
