Model Type,Explanation,Model Invariance,Explanation Equivariance
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0000001192092896,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999976
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999991
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999922
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999922
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999909
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999972
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999983
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999977
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999979
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999972
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999989
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999974
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999976
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999953
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999988
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999926
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999925
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0000001192092896,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999901
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999991
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999984
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999926
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999919
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999989
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999926
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999922
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999974
All-CNN,Integrated Gradients,1.0,0.9999999999999909
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999991
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999974
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999979
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999977
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999974
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999979
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
